"year","site","state","sex","race","mortality","incidence","population"
2000,"Liver and Intrahepatic Bile Duct","nevada","Female","White",20.11,29,838081
2000,"Liver and Intrahepatic Bile Duct","nevada","Male","Black",0,0,76781
2000,"Liver and Intrahepatic Bile Duct","nevada","Male","Hispanic",0,0,213819
2000,"Liver and Intrahepatic Bile Duct","nevada","Male","White",48.56,70,882946
2000,"Liver and Intrahepatic Bile Duct","new england","Female","Black",0,0,447954
2000,"Liver and Intrahepatic Bile Duct","new england","Female","Hispanic",0,16,444834
2000,"Liver and Intrahepatic Bile Duct","new england","Female","White",182.28,195,6509892
2000,"Liver and Intrahepatic Bile Duct","new england","Male","Black",25.09,26,418174
2000,"Liver and Intrahepatic Bile Duct","new england","Male","Hispanic",20.18,27,438789
2000,"Liver and Intrahepatic Bile Duct","new england","Male","White",372.41,0,6105144
2000,"Liver and Intrahepatic Bile Duct","new hampshire","Female","Black",0,0,5221
2000,"Liver and Intrahepatic Bile Duct","new hampshire","Female","Hispanic",0,0,10097
2000,"Liver and Intrahepatic Bile Duct","new hampshire","Female","White",17.81,0,614259
2000,"Liver and Intrahepatic Bile Duct","new hampshire","Male","Black",0,0,6421
2000,"Liver and Intrahepatic Bile Duct","new hampshire","Male","Hispanic",0,0,10619
2000,"Liver and Intrahepatic Bile Duct","new hampshire","Male","White",33.23,33,593310
2000,"Liver and Intrahepatic Bile Duct","new jersey","Female","Black",15.74,21,656032
2000,"Liver and Intrahepatic Bile Duct","new jersey","Female","Hispanic",0,22,556641
2000,"Liver and Intrahepatic Bile Duct","new jersey","Female","White",126.08,123,3407545
2000,"Liver and Intrahepatic Bile Duct","new jersey","Male","Black",41.78,44,588391
2000,"Liver and Intrahepatic Bile Duct","new jersey","Male","Hispanic",15.99,43,571066
2000,"Liver and Intrahepatic Bile Duct","new jersey","Male","White",216.54,271,3231961
2000,"Liver and Intrahepatic Bile Duct","new mexico","Female","Black",0,0,20593
2000,"Liver and Intrahepatic Bile Duct","new mexico","Female","Hispanic",17.85,0,388109
2000,"Liver and Intrahepatic Bile Duct","new mexico","Female","White",32.62,35,795554
2000,"Liver and Intrahepatic Bile Duct","new mexico","Male","Black",0,0,22526
2000,"Liver and Intrahepatic Bile Duct","new mexico","Male","Hispanic",25.13,31,380824
2000,"Liver and Intrahepatic Bile Duct","new mexico","Male","White",47.81,59,771160
2000,"Liver and Intrahepatic Bile Duct","new york","Female","Black",51.86,62,1852021
2000,"Liver and Intrahepatic Bile Duct","new york","Female","Hispanic",29.39,48,1469582
2000,"Liver and Intrahepatic Bile Duct","new york","Female","White",256.77,296,7336200
2000,"Liver and Intrahepatic Bile Duct","new york","Male","Black",103.21,123,1587798
2000,"Liver and Intrahepatic Bile Duct","new york","Male","Hispanic",72.48,127,1421145
2000,"Liver and Intrahepatic Bile Duct","new york","Male","White",422.69,568,6929417
2000,"Liver and Intrahepatic Bile Duct","north carolina","Female","Black",23.62,16,944769
2000,"Liver and Intrahepatic Bile Duct","north carolina","Female","Hispanic",0,0,154114
2000,"Liver and Intrahepatic Bile Duct","north carolina","Female","White",91.65,88,3055029
2000,"Liver and Intrahepatic Bile Duct","north carolina","Male","Black",45.38,38,840288
2000,"Liver and Intrahepatic Bile Duct","north carolina","Male","Hispanic",0,0,229509
2000,"Liver and Intrahepatic Bile Duct","north carolina","Male","White",138.09,171,3002060
2000,"Liver and Intrahepatic Bile Duct","north dakota","Female","Black",0,0,2096
2000,"Liver and Intrahepatic Bile Duct","north dakota","Female","Hispanic",0,0,3707
2000,"Liver and Intrahepatic Bile Duct","north dakota","Female","White",0,0,300405
2000,"Liver and Intrahepatic Bile Duct","north dakota","Male","Black",0,0,3026
2000,"Liver and Intrahepatic Bile Duct","north dakota","Male","Hispanic",0,0,4117
2000,"Liver and Intrahepatic Bile Duct","north dakota","Male","White",20.04,0,299042
2000,"Liver and Intrahepatic Bile Duct","ohio","Female","Black",20.08,24,717228
2000,"Liver and Intrahepatic Bile Duct","ohio","Female","Hispanic",0,0,105831
2000,"Liver and Intrahepatic Bile Duct","ohio","Female","White",135.97,132,5035868
2000,"Liver and Intrahepatic Bile Duct","ohio","Male","Black",42.04,43,646744
2000,"Liver and Intrahepatic Bile Duct","ohio","Male","Hispanic",0,0,113430
2000,"Liver and Intrahepatic Bile Duct","ohio","Male","White",272.67,268,4783706
2000,"Liver and Intrahepatic Bile Duct","oklahoma","Female","Black",0,0,142668
2000,"Liver and Intrahepatic Bile Duct","oklahoma","Female","Hispanic",0,0,83117
2000,"Liver and Intrahepatic Bile Duct","oklahoma","Female","White",45.61,56,1425236
2000,"Liver and Intrahepatic Bile Duct","oklahoma","Male","Black",0,0,139102
2000,"Liver and Intrahepatic Bile Duct","oklahoma","Male","Hispanic",0,0,97687
2000,"Liver and Intrahepatic Bile Duct","oklahoma","Male","White",78.56,88,1378290
2000,"Liver and Intrahepatic Bile Duct","oregon","Female","Black",0,0,32909
2000,"Liver and Intrahepatic Bile Duct","oregon","Female","Hispanic",0,0,124565
2000,"Liver and Intrahepatic Bile Duct","oregon","Female","White",48.09,36,1603027
2000,"Liver and Intrahepatic Bile Duct","oregon","Male","Black",0,0,37293
2000,"Liver and Intrahepatic Bile Duct","oregon","Male","Hispanic",0,0,153847
2000,"Liver and Intrahepatic Bile Duct","oregon","Male","White",83.57,90,1576814
2000,"Liver and Intrahepatic Bile Duct","pennsylvania","Female","Black",34.89,27,684094
2000,"Liver and Intrahepatic Bile Duct","pennsylvania","Female","Hispanic",0,0,193869
2000,"Liver and Intrahepatic Bile Duct","pennsylvania","Female","White",199.27,187,5535144
2000,"Liver and Intrahepatic Bile Duct","pennsylvania","Male","Black",53.88,65,612271
2000,"Liver and Intrahepatic Bile Duct","pennsylvania","Male","Hispanic",0,0,203623
2000,"Liver and Intrahepatic Bile Duct","pennsylvania","Male","White",332.27,402,5191790
2000,"Liver and Intrahepatic Bile Duct","rhode island","Female","Black",0,0,32955
2000,"Liver and Intrahepatic Bile Duct","rhode island","Female","Hispanic",0,0,46474
2000,"Liver and Intrahepatic Bile Duct","rhode island","Female","White",0,28,495033
2000,"Liver and Intrahepatic Bile Duct","rhode island","Male","Black",0,0,32289
2000,"Liver and Intrahepatic Bile Duct","rhode island","Male","Hispanic",0,0,45227
2000,"Liver and Intrahepatic Bile Duct","rhode island","Male","White",36.92,36,455849
2000,"Liver and Intrahepatic Bile Duct","south carolina","Female","Black",0,0,640549
2000,"Liver and Intrahepatic Bile Duct","south carolina","Female","Hispanic",0,0,38746
2000,"Liver and Intrahepatic Bile Duct","south carolina","Female","White",44.77,35,1399065
2000,"Liver and Intrahepatic Bile Duct","south carolina","Male","Black",37.25,32,564418
2000,"Liver and Intrahepatic Bile Duct","south carolina","Male","Hispanic",0,0,57429
2000,"Liver and Intrahepatic Bile Duct","south carolina","Male","White",83.14,93,1362971
2000,"Liver and Intrahepatic Bile Duct","south dakota","Female","Black",0,0,2478
2000,"Liver and Intrahepatic Bile Duct","south dakota","Female","Hispanic",0,0,5141
2000,"Liver and Intrahepatic Bile Duct","south dakota","Female","White",0,0,342620
2000,"Liver and Intrahepatic Bile Duct","south dakota","Male","Black",0,0,4001
2000,"Liver and Intrahepatic Bile Duct","south dakota","Male","Hispanic",0,0,5865
2000,"Liver and Intrahepatic Bile Duct","south dakota","Male","White",0,0,336554
2000,"Liver and Intrahepatic Bile Duct","tennessee","Female","Black",0,0,504807
2000,"Liver and Intrahepatic Bile Duct","tennessee","Female","Hispanic",0,0,51058
2000,"Liver and Intrahepatic Bile Duct","tennessee","Female","White",64.24,0,2379409
2000,"Liver and Intrahepatic Bile Duct","tennessee","Male","Black",22.9,0,449113
2000,"Liver and Intrahepatic Bile Duct","tennessee","Male","Hispanic",0,0,74203
2000,"Liver and Intrahepatic Bile Duct","tennessee","Male","White",119.04,0,2289281
2000,"Liver and Intrahepatic Bile Duct","texas","Female","Black",37.46,30,1291672
2000,"Liver and Intrahepatic Bile Duct","texas","Female","Hispanic",102.5,110,3306309
2000,"Liver and Intrahepatic Bile Duct","texas","Female","White",318.76,308,8854433
2000,"Liver and Intrahepatic Bile Duct","texas","Male","Black",84.41,111,1205916
2000,"Liver and Intrahepatic Bile Duct","texas","Male","Hispanic",216.24,249,3432399
2000,"Liver and Intrahepatic Bile Duct","texas","Male","White",545.88,627,8804466
2000,"Liver and Intrahepatic Bile Duct","utah","Female","Black",0,0,10486
2000,"Liver and Intrahepatic Bile Duct","utah","Female","Hispanic",0,0,94884
2000,"Liver and Intrahepatic Bile Duct","utah","Female","White",19.1,17,1060934
2000,"Liver and Intrahepatic Bile Duct","utah","Male","Black",0,0,13396
2000,"Liver and Intrahepatic Bile Duct","utah","Male","Hispanic",0,0,109449
2000,"Liver and Intrahepatic Bile Duct","utah","Male","White",24.49,30,1064791
2000,"Liver and Intrahepatic Bile Duct","vermont","Female","Black",0,0,1794
2000,"Liver and Intrahepatic Bile Duct","vermont","Female","Hispanic",0,0,2793
2000,"Liver and Intrahepatic Bile Duct","vermont","Female","White",0,0,304731
2000,"Liver and Intrahepatic Bile Duct","vermont","Male","Black",0,0,2354
2000,"Liver and Intrahepatic Bile Duct","vermont","Male","Hispanic",0,0,2769
2000,"Liver and Intrahepatic Bile Duct","vermont","Male","White",0,0,292720
2000,"Liver and Intrahepatic Bile Duct","virginia","Female","Black",15.83,0,753589
2000,"Liver and Intrahepatic Bile Duct","virginia","Female","Hispanic",0,0,155677
2000,"Liver and Intrahepatic Bile Duct","virginia","Female","White",86.42,0,2700635
2000,"Liver and Intrahepatic Bile Duct","virginia","Male","Black",29.74,0,691595
2000,"Liver and Intrahepatic Bile Duct","virginia","Male","Hispanic",0,0,177834
2000,"Liver and Intrahepatic Bile Duct","virginia","Male","White",116.2,0,2640818
2000,"Liver and Intrahepatic Bile Duct","washington","Female","Black",0,0,109054
2000,"Liver and Intrahepatic Bile Duct","washington","Female","Hispanic",0,0,207888
2000,"Liver and Intrahepatic Bile Duct","washington","Female","White",83.07,87,2595826
2000,"Liver and Intrahepatic Bile Duct","washington","Male","Black",0,0,123905
2000,"Liver and Intrahepatic Bile Duct","washington","Male","Hispanic",0,0,238186
2000,"Liver and Intrahepatic Bile Duct","washington","Male","White",131.58,147,2580096
2000,"Liver and Intrahepatic Bile Duct","west virginia","Female","Black",0,0,30159
2000,"Liver and Intrahepatic Bile Duct","west virginia","Female","Hispanic",0,0,5941
2000,"Liver and Intrahepatic Bile Duct","west virginia","Female","White",34.76,25,891269
2000,"Liver and Intrahepatic Bile Duct","west virginia","Male","Black",0,0,30717
2000,"Liver and Intrahepatic Bile Duct","west virginia","Male","Hispanic",0,0,6422
2000,"Liver and Intrahepatic Bile Duct","west virginia","Male","White",49.66,50,841628
2000,"Liver and Intrahepatic Bile Duct","wisconsin","Female","Black",0,0,167379
2000,"Liver and Intrahepatic Bile Duct","wisconsin","Female","Hispanic",0,0,89230
2000,"Liver and Intrahepatic Bile Duct","wisconsin","Female","White",94.13,82,2477012
2000,"Liver and Intrahepatic Bile Duct","wisconsin","Male","Black",0,0,156974
2000,"Liver and Intrahepatic Bile Duct","wisconsin","Male","Hispanic",0,0,105654
2000,"Liver and Intrahepatic Bile Duct","wisconsin","Male","White",138.15,168,2423666
2000,"Liver and Intrahepatic Bile Duct","wyoming","Female","Black",0,0,2127
2000,"Liver and Intrahepatic Bile Duct","wyoming","Female","Hispanic",0,0,15452
2000,"Liver and Intrahepatic Bile Duct","wyoming","Female","White",0,0,235698
2000,"Liver and Intrahepatic Bile Duct","wyoming","Male","Black",0,0,2723
2000,"Liver and Intrahepatic Bile Duct","wyoming","Male","Hispanic",0,0,16468
2000,"Liver and Intrahepatic Bile Duct","wyoming","Male","White",0,17,238453
2000,"Lung and Bronchus","alabama","Female","Black",163.8,194,627568
2000,"Lung and Bronchus","alabama","Female","Hispanic",0,0,33029
2000,"Lung and Bronchus","alabama","Female","White",874.83,1098,1644419
2000,"Lung and Bronchus","alabama","Male","Black",392.82,368,543323
2000,"Lung and Bronchus","alabama","Male","Hispanic",0,0,43574
2000,"Lung and Bronchus","alabama","Male","White",1528.33,1747,1577221
2000,"Lung and Bronchus","alaska","Female","Black",0,0,13120
2000,"Lung and Bronchus","alaska","Female","Hispanic",0,0,12653
2000,"Lung and Bronchus","alaska","Female","White",77.9,79,219439
2000,"Lung and Bronchus","alaska","Male","Black",0,0,14332
2000,"Lung and Bronchus","alaska","Male","Hispanic",0,0,13357
2000,"Lung and Bronchus","alaska","Male","White",81.11,113,240672
2000,"Lung and Bronchus","arizona","Female","Black",25.99,25,88396
2000,"Lung and Bronchus","arizona","Female","Hispanic",50.07,68,633831
2000,"Lung and Bronchus","arizona","Female","White",1038.51,1415,2292526
2000,"Lung and Bronchus","arizona","Male","Black",35.99,33,96757
2000,"Lung and Bronchus","arizona","Male","Hispanic",103.17,114,678755
2000,"Lung and Bronchus","arizona","Male","White",1388.85,1626,2288054
2000,"Lung and Bronchus","arkansas","Female","Black",67.99,77,225890
2000,"Lung and Bronchus","arkansas","Female","Hispanic",0,0,38397
2000,"Lung and Bronchus","arkansas","Female","White",682.73,821,1122913
2000,"Lung and Bronchus","arkansas","Male","Black",149.93,160,201522
2000,"Lung and Bronchus","arkansas","Male","Hispanic",0,0,49390
2000,"Lung and Bronchus","arkansas","Male","White",1078.76,1304,1085274
2000,"Lung and Bronchus","california","Female","Black",412.49,511,1285030
2000,"Lung and Bronchus","california","Female","Hispanic",345.15,561,5393043
2000,"Lung and Bronchus","california","Female","White",5482.5,7020,13371960
2000,"Lung and Bronchus","california","Male","Black",614.88,754,1237184
2000,"Lung and Bronchus","california","Male","Hispanic",554.87,783,5661933
2000,"Lung and Bronchus","california","Male","White",6224.58,7803,13444015
2000,"Lung and Bronchus","colorado","Female","Black",21.98,27,91206
2000,"Lung and Bronchus","colorado","Female","Hispanic",24.89,58,355570
2000,"Lung and Bronchus","colorado","Female","White",619.85,806,1967784
2000,"Lung and Bronchus","colorado","Male","Black",25.04,34,98981
2000,"Lung and Bronchus","colorado","Male","Hispanic",48.01,62,390318
2000,"Lung and Bronchus","colorado","Male","White",744.79,968,1996755
2000,"Lung and Bronchus","connecticut","Female","Black",52.06,64,182684
2000,"Lung and Bronchus","connecticut","Female","Hispanic",0,32,161747
2000,"Lung and Bronchus","connecticut","Female","White",789.05,1098,1523270
2000,"Lung and Bronchus","connecticut","Male","Black",78.05,84,166072
2000,"Lung and Bronchus","connecticut","Male","Hispanic",0,41,161605
2000,"Lung and Bronchus","connecticut","Male","White",943.86,1196,1434441
2000,"Lung and Bronchus","delaware","Female","Black",26.02,47,82864
2000,"Lung and Bronchus","delaware","Female","Hispanic",0,0,17475
2000,"Lung and Bronchus","delaware","Female","White",179.89,239,310696
2000,"Lung and Bronchus","delaware","Male","Black",34.99,43,74916
2000,"Lung and Bronchus","delaware","Male","Hispanic",0,0,20228
2000,"Lung and Bronchus","delaware","Male","White",234.94,295,296636
2000,"Lung and Bronchus","district of columbia","Female","Black",115.05,113,192386
2000,"Lung and Bronchus","district of columbia","Female","Hispanic",0,0,21378
2000,"Lung and Bronchus","district of columbia","Female","White",32.99,46,98787
2000,"Lung and Bronchus","district of columbia","Male","Black",141,152,160050
2000,"Lung and Bronchus","district of columbia","Male","Hispanic",0,0,23821
2000,"Lung and Bronchus","district of columbia","Male","White",28.04,40,100150
2000,"Lung and Bronchus","florida","Female","Black",235.36,362,1286127
2000,"Lung and Bronchus","florida","Female","Hispanic",173.87,0,1358340
2000,"Lung and Bronchus","florida","Female","White",4637.05,6506,6730119
2000,"Lung and Bronchus","florida","Male","Black",561.96,670,1193121
2000,"Lung and Bronchus","florida","Male","Hispanic",427.47,0,1357062
2000,"Lung and Bronchus","florida","Male","White",6266.94,8147,6454110
2000,"Lung and Bronchus","georgia","Female","Black",278.62,360,1272235
2000,"Lung and Bronchus","georgia","Female","Hispanic",0,16,179291
2000,"Lung and Bronchus","georgia","Female","White",1328.95,1661,2797780
2000,"Lung and Bronchus","georgia","Male","Black",514.18,642,1137561
2000,"Lung and Bronchus","georgia","Male","Hispanic",0,20,261985
2000,"Lung and Bronchus","georgia","Male","White",2023.58,2529,2802747
2000,"Lung and Bronchus","hawaii","Female","Black",0,0,12593
2000,"Lung and Bronchus","hawaii","Female","Hispanic",0,0,42096
2000,"Lung and Bronchus","hawaii","Female","White",54.95,98,136027
2000,"Lung and Bronchus","hawaii","Male","Black",0,0,18241
2000,"Lung and Bronchus","hawaii","Male","Hispanic",0,0,42991
2000,"Lung and Bronchus","hawaii","Male","White",92.04,124,157881
2000,"Lung and Bronchus","idaho","Female","Black",0,0,3352
2000,"Lung and Bronchus","idaho","Female","Hispanic",0,0,47692
2000,"Lung and Bronchus","idaho","Female","White",216.8,295,626596
2000,"Lung and Bronchus","idaho","Male","Black",0,0,4539
2000,"Lung and Bronchus","idaho","Male","Hispanic",0,0,55263
2000,"Lung and Bronchus","idaho","Male","White",308.73,437,630060
